User,Rating,Date,Title,Comment
koushikdas508,POS,10 February 2020," PARASITE: Dark, Socially themed, Multi-dimensional, Highly thought-provoking and an incandescent cinematic roller coaster!
","Korean films are love. Yes, they are! 'Oldboy', ""The Man From Nowhere"", ""I Saw The Devil"", ""The Chase"" etc. etc. You name it. Korean directors are masters when it comes to deliver messages about social taboo or to execute a thriller on screen in possibly the most perfect way. 'Parasite' adds and in fact stretches the legacy of Korean films in even broader perspective.
Genres can be deceptive at times for some cinematic creations. And for films like 'Parasite', it spans over a wide sphere for sure.
Kudos to the director Bong Joon-ho for giving this masterpiece which is multi-layered and shows the economic inequality in the pro-capitalist society of South Korea in a way which consists so much mixed emotions, sense of humour, lots of adrenaline rush, few nail-biting moments as well; all revolve around primarily two economically contrasting families. It pin-points out the drawbacks of extreme capitalism and plutocracy in its usual neo-noir black comic style, which will eventually grows on the minds of the audience.
No wonder why this cinematic gem has got almost 10 mins of standing ovation at the Cannes and has won 4 Oscars at the 92nd Academy Awards including ""The Best Picture"" award as a Non-English film for the first time ever in the history of the Academy Awards.
It's rightfully the MOVIE OF THE YEAR OF 2019!"
connorbonelli,POS,10 February 2020," A Flawless Masterwork
","When I heard about Parasite, I heard about the overwhelming praise first. Normally when a movie gets a 99% on RT i end up liking them but I never rave about them (Boyhood and Get Out are prime examples). So i went into Parasite with caution. But i was wrong. It really is THAT good. Not ""good"" its Excellent. Brilliant. Genius. I could go on and on. From the masterful direction to the cinematography and production design, the acting, the script; its all perfect. I don't want to give away anything because if you go in completely blind, you'll walk away with the best film of the year worming through your brain."
ahamedfahimq,POS,31 January 2020," Twist after twist will create cold waves inside your lumbar spines.
",You will experience twist after twist while watching this movie. It contains very mild but catchy dark humour. Some scenes will create cold waves inside your lumbar spine. You will be thinking the ways to get rid of the troubles along with the characters of the movie.
knnylynne,POS,30 January 2020," Avoid Spoilers for maximum effect
",I'll keep this brief. This film is best enjoyed sans spoilers. Stellar cast-not one weak performance in this film. Superbly done.
patcostello2006,POS,22 January 2020," Pleasantly disturbing
","Watched on a flight after the Oscars. Curious.
It starts slow, there are subtitles, but you are quickly adapted to the the films rhythym. I know nothing of this culture but it is a story of humans The loyalty and love we share in our family. Choices are made, levers tripped, situations develop...
Both families are endearing. There are some light and humorous scenes. There are also a few 'oh come on' risks akin to a sitcom, but that's how we get from there to 'holy crap what is happening here' so must take that leap with the director.
The cinematography is beautiful, the pace is good but you need to pay attention. the dialogue is all valuable-
When we get to the last third, it all comes together quickly. Enjoy the ride.
You haven't seen a film like this before"
dynamitmand,POS,20 January 2020," The best movie of the year!
","I find a lot of korean movies slow and unsatisfying but this one wasn't any of these things, neither did it have that annoying american touch, but this movie will suprise you in ways you would never expect!"
stringheralong,POS,20 January 2020," A social commentary of the highest order
","As many other reviewers have mentioned, Parasite is a masterpiece that deserves a second viewing. There are many subtle lines and actions that piece the film together towards the end.Take for example ""Crossing the line"" - the rich dad keeps bringing it up. He wants his staff to know their place. That family and their staff are like a micro version of society with its different castes.Sure, it was easy, yet deceiving, to infiltrate their household so cunningly, but once they settled in they realized just how different they were from the upper-class folks they were serving. Even the son who tutors the daughter comes to realize that he doesn't fit in despite the daughter's fondness for him, she might even be in love with him (or she's just infatuated).The basement represents the slums in which they reside like cockroaches. The upper-class family lives in an incredible house high up in what I presume is Seoul. When their home gets flooded they lose everything whereas the rich folks are not bothered at all.The party represents a climactic finish where all the confusion, frustration and anger surfaces in a final act of despair. The poor dad knows he will never be equal to the man he chauffeurs around. In fact, the very man he drives around is disgusted by him.This is a great movie that touches on many subjects. I highly recommend it."
hutch_delaney,POS,19 January 2020," Simply mesmerising
","This film had me hooked from the beginning. A fast-paced, and well thought out storyline. No details were left unanswered in my eyes. Brilliant and humble acting from all the cast with believable characteristics and flaws. The subtitles throughout are worth it for what is unveiled during the film."
kenziebray35,POS,19 January 2020," Amazing!
","I never write reviews but this film was a masterpiece! Definitely one of my favorite movies now. Go watch it, you won't regret it!"
Anass-gfx,POS,18 January 2020," ACT LIKE YOU OWN THE PLACE.
",You'll watch knowing you're in the hands of a master filmmaker
parrot007,POS,16 January 2020," Exceptional piece on class, culture, and family.
","Watching a movie in another language sometimes creates a barrier, but great film making and writing can instead, turn that into a bridge, and such is one of Parasite's strengths. I never felt out of touch with what was going on because I didn't understand that culture or anything along those lines, and that's why I highly recommend this movie to anyone.
Parasite also has many outstanding shots and high level filmmaking in general. Visuals never dissapoint.
The movie is so well paced and gets pretty wild toward the end without being ridiculous. The twists and turns it made were one of the most entertaining Ive seen in a while. There isn't much else to disect. Just go watch it."
Exiled_Jedi,POS,16 January 2020," Epicness
",Quick. Metaphorical. Social. Postmodern. Beautiful.You miss if you don't watch it.
Diablo1616,POS,16 January 2020," Must Watch
","I had no expectations walking into Parasite, but now my love and appreciation for it has breached the stratosphere. This is definitely one of the best movies of 2019, and it's bound to be a classic.It's directed by Bong Joon-ho, he did Snowpiercer (2013) and Okja (2017), and now he's back with Parasite and it is fantastic. From a directing standpoint, this movie is gorgeous. The cinematography is extremely well done. It's just stunning and so metaphorical. There are also sequences in this movie that will shake you and leave you on the edge of your seat.My favourite aspect is the narrative. I love the concept that Parasite is built on and what it explores throughout the movie, with the conflict and contrast between upper and lower cIasses of society. It was just beautiful to watch it play out, with its prevalence within the lives of all the characters, along with how they overcome their difficulties and how they evolve with their circumstances.The characters and performances themselves are also amazing. The entire cast is just perfect in each of their roles and I really hope they get some recognition from the Academy. I don't think many people mentioned the character arcs but I thought that was really well constructed too.The score and sound design by Jeong Jae-il was also perfect in every scenario. It brings scenes from 100 to 1000 and emphasises each tone, emotion and atmosphere.In regards to flaws, I don't think there are any major ones with Parasite. There is one decision made in the third act that I felt could've been better explored to support it. But still it didn't really bother me.Parasite is probably my favourite movie of 2019. It's funny, thrilling, emotional, satirical and hauntingly true. It's delivers everything that makes a movie perfect and shakes you to your core."
bryankhalid-92551,POS,16 January 2020," Shocking!
","My first ever Korean film and the film lives to its expectation after seeing the movie trailer. It was mixed of comedy, suspense and even horror, go see it you'll be suprised!"
viqarakram,POS,15 January 2020," Great story great acting great film...end of!
",Just watch the damn movie its awesome...hollywood has had its ass kicked...story is so original
muratbilir,POS,15 January 2020," good movie
",Beautiful movie congratulations. story beautiful movie
